TÍTULO,USO QUE AMPARA EL TÍTULO,TITULAR,FECHA DE REGISTRO,AUTORIDAD QUE EMITE EL ACTO
818355,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-08-21,DIRECCIÓN LOCAL AGUASCALIENTES
818356,AGR͍COLA,MARTHA BARRIGA CAMPUZANO,2020-02-26,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818358,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-08-12,DIRECCIÓN LOCAL AGUASCALIENTES
818361,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-09-10,DIRECCIÓN LOCAL AGUASCALIENTES
818371,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-02-27,DIRECCIÓN LOCAL TABASCO
818372,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-08-11,DIRECCIÓN LOCAL AGUASCALIENTES
818377,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-08-12,DIRECCIÓN LOCAL AGUASCALIENTES
818379,SERVICIOS,FERMACA PIPELINE DE OCCIDENTE S. DE R.L. DE C.V.,2020-08-11,DIRECCIÓN LOCAL AGUASCALIENTES
818393,SERVICIOS,JESUS ANTONIO URUCHURTU Y MARROQUIN,2020-02-18,ORGANISMO DE CUENCA GOLFO CENTRO
818403,SERVICIOS,JESUS YAÑEZ MENDEZ,2020-11-23,DIRECCIÓN LOCAL MICHOACÁN
818416,SERVICIOS,XOCHITL YASODA TERRAZAS BADILLO,2020-02-21,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
818419,AGR͍COLA,SILVESTRE BALBUENA ESCAMILLA,2020-11-17,DIRECCIÓN LOCAL GUERRERO
818425,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-11-02,ORGANISMO DE CUENCA BALSAS
818429,SERVICIOS,ENERGIA DE CELAYA S.A DE C.V,2020-12-10,DIRECCIÓN LOCAL GUANAJUATO
818434,SERVICIOS,"COSTA VICTORIA RESORT, A.C.",2021-07-12,DIRECCIÓN LOCAL GUERRERO
818435,SERVICIOS,LAURA PATRICIA VARGAS MACIEL,2020-03-05,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818458,SERVICIOS,MUNICIPIO DE CORDOBA,2020-03-03,ORGANISMO DE CUENCA GOLFO CENTRO
818470,AGR͍COLA,GRISELDA GIL PALMA,2020-09-11,DIRECCIÓN LOCAL TABASCO
818506,SERVICIOS,"GRUPO R PUNTO CLAVE, S.A. DE C.V.",2020-04-08,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818570,AGR͍COLA,ERASMO CARREON AYALA,2020-11-17,DIRECCIÓN LOCAL GUERRERO
818580,SERVICIOS,ABEL CHAVEZ RODRIGUEZ,2021-08-04,DIRECCIÓN LOCAL ZACATECAS
818594,AGR͍COLA,UNIDAD DE RIEGO HIDALGO AC,2020-02-19,ORGANISMO DE CUENCA FRONTERA SUR
818596,AGR͍COLA,"BUSCADORES DE LA VERDAD, A.C.",2020-07-30,DIRECCIÓN LOCAL AGUASCALIENTES
818652,AGR͍COLA,PEDRO ROBLES ESTRELLA,2020-03-18,DIRECCIÓN LOCAL MICHOACÁN
818666,AGR͍COLA,RAMON CORNELIO GOMEZ,2020-03-20,DIRECCIÓN LOCAL TABASCO
818674,SERVICIOS,FUNDACION XOCHITLA A.C.,2020-12-21,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
818676,SERVICIOS,SALVADOR ACEVEDO PORRAS,2020-06-05,ORGANISMO DE CUENCA PACÍFICO SUR
818687,AGR͍COLA,NEY SOLA CHAN,2020-03-19,DIRECCIÓN LOCAL TABASCO
818688,PECUARIO,MIGUEL ANGEL ESQUER SALCIDO,2020-08-11,ORGANISMO DE CUENCA NOROESTE
818705,SERVICIOS,"FERMACA PIPELINE LA LAGUNA, S. DE R.L. DE C.V.",2020-09-10,DIRECCIÓN LOCAL AGUASCALIENTES
818714,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-09-08,ORGANISMO DE CUENCA BALSAS
818719,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-27,ORGANISMO DE CUENCA BALSAS
818727,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-27,ORGANISMO DE CUENCA BALSAS
818747,AGR͍COLA,MARIA ISABEL LOPEZ ROMERO,2021-03-11,DIRECCIÓN LOCAL TABASCO
818761,PECUARIO,"ISABEL MONGE, S.A. DE C.V.",2020-04-09,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818765,AGR͍COLA,GLADIS PALMA DIAZ,2020-03-05,DIRECCIÓN LOCAL TABASCO
818798,AGR͍COLA,"ISABEL MONGE, S.A. DE C.V.",2020-08-20,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818803,AGR͍COLA,RAFAEL RODRIGUEZ REYES,2020-10-27,DIRECCIÓN LOCAL ZACATECAS
818809,SERVICIOS,"RECURSOS SOLARES PV DEMEXICO IV, S.A. DE C.V.",2020-08-06,DIRECCIÓN LOCAL AGUASCALIENTES
818815,PECUARIO,"ISABEL MONGE, S.A. DE C.V.",2020-03-11,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
818827,AGR͍COLA,GREGORIO HERNANDEZ BERNARDO,2020-03-20,DIRECCIÓN LOCAL TABASCO
818854,AGR͍COLA,HECTOR BOJORQUEZ CORDOVA,2020-07-17,ORGANISMO DE CUENCA NOROESTE
818856,PECUARIO,HECTOR BOJORQUEZ CORDOVA,2020-03-23,ORGANISMO DE CUENCA NOROESTE
818857,SERVICIOS,MUNICIPIO DE ARTEAGA MICHOACAN,2020-11-30,DIRECCIÓN LOCAL MICHOACÁN
818917,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES CENTRO SCT SONORA,2020-04-24,ORGANISMO DE CUENCA NOROESTE
818986,PECUARIO,FERNANDO VEGA VERDUGO,2020-03-20,ORGANISMO DE CUENCA NOROESTE
818987,PECUARIO,ROSARIO SORTILLON LOPEZ,2020-06-17,ORGANISMO DE CUENCA NOROESTE
818989,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-11,ORGANISMO DE CUENCA BALSAS
818994,AGR͍COLA,MANUEL ALCANTAR TORRES,2020-03-05,DIRECCIÓN LOCAL COLIMA
818995,PECUARIO,DANIEL SANCHEZ MORA,2020-07-08,ORGANISMO DE CUENCA NOROESTE
819002,SERVICIOS,JULIO CESAR MORALES RUEDA,2020-06-12,ORGANISMO DE CUENCA GOLFO CENTRO
819010,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-13,ORGANISMO DE CUENCA BALSAS
819012,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-25,ORGANISMO DE CUENCA BALSAS
819032,SERVICIOS,"HORUS SOLAR, S.A. DE C.V.",2020-03-18,DIRECCIÓN LOCAL AGUASCALIENTES
819033,SERVICIOS,"HORUS SOLAR, S.A DE C.V.",2020-03-17,DIRECCIÓN LOCAL AGUASCALIENTES
819043,AGR͍COLA,MA. DE LOURDES ALCANTAR ACEVES,2020-03-18,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
819060,SERVICIOS,"HORUS SOLAR, S.A. DE C.V.",2020-03-12,DIRECCIÓN LOCAL AGUASCALIENTES
819070,SERVICIOS,"HORUS SOLAR, S.A. DE C.V.",2020-07-31,DIRECCIÓN LOCAL AGUASCALIENTES
819072,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-25,ORGANISMO DE CUENCA BALSAS
819091,SERVICIOS,PRISCO SALAS MARTINEZ,2020-03-05,DIRECCIÓN LOCAL HIDALGO
819117,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-11,ORGANISMO DE CUENCA BALSAS
819145,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-03-20,DIRECCIÓN LOCAL TABASCO
819161,AGR͍COLA,MARISOL JOACHIN HERNANDEZ,2020-03-31,ORGANISMO DE CUENCA GOLFO CENTRO
819179,AGR͍COLA,GREGORIO RODRIGUEZ GUTIERREZ,2020-03-19,DIRECCIÓN LOCAL MICHOACÁN
819180,AGR͍COLA,JOSE ERNESTO CAMPOS MONICO,2021-09-21,DIRECCIÓN LOCAL MICHOACÁN
819184,AGR͍COLA,MA. GUADALUPE MENDOZA CAYADO,2020-03-18,DIRECCIÓN LOCAL MICHOACÁN
819192,AGR͍COLA,JESUS CORONA BEDOLLA,2020-03-26,DIRECCIÓN LOCAL MICHOACÁN
819308,SERVICIOS,"ALPHA INDUSTRY JALISCO, S.A. DE C.V.",2020-04-02,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
819312,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2020-03-12,DIRECCIÓN LOCAL GUANAJUATO
819352,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-10-21,ORGANISMO DE CUENCA BALSAS
819354,SERVICIOS,FELIPE DE JESUS MARTINEZ AYALA,2020-07-20,ORGANISMO DE CUENCA GOLFO NORTE
819426,AGR͍COLA,ADELA MARTINEZ BUSANI,2020-04-16,ORGANISMO DE CUENCA NOROESTE
819451,SERVICIOS,X-ELIO FV XOXOCOTLA,2020-09-02,ORGANISMO DE CUENCA BALSAS
819453,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-20,ORGANISMO DE CUENCA BALSAS
819477,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-25,ORGANISMO DE CUENCA BALSAS
819478,SERVICIOS,AGUSTIN BERNAL UGALDE,2020-03-18,DIRECCIÓN LOCAL COLIMA
819496,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-09-07,ORGANISMO DE CUENCA BALSAS
819497,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-25,ORGANISMO DE CUENCA BALSAS
819503,AGR͍COLA,GUADALUPE RODRIGUEZ PEREZ,2020-03-13,ORGANISMO DE CUENCA RÍO BRAVO
819504,DOMÉSTICO,BEATRIZ DE MARIA CAMPOS Y CASTELLO DE MARIA CAMPOS Y CASTELLO,2021-01-14,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
819505,SERVICIOS,JORGE ALBERTO RODRIGUEZ TAMEZ,2020-03-12,ORGANISMO DE CUENCA RÍO BRAVO
819542,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-11,ORGANISMO DE CUENCA BALSAS
819550,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-08-11,ORGANISMO DE CUENCA BALSAS
819552,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-20,ORGANISMO DE CUENCA BALSAS
819564,SERVICIOS,SECRETARIA DE COMUNICACIONES Y TRANSPORTES DELEGACION MORELOS,2020-03-24,ORGANISMO DE CUENCA BALSAS
819569,DOMÉSTICO,ARTURO VEGA AYALA,2020-08-11,ORGANISMO DE CUENCA BALSAS
819571,AGR͍COLA,ARMANDO ARROYO MORENO,2020-08-25,ORGANISMO DE CUENCA BALSAS
819572,AGR͍COLA,SERGIO RODRIGUEZ VILLARREAL,2020-03-23,ORGANISMO DE CUENCA RÍO BRAVO
819573,AGR͍COLA,SARA GONZALEZ HERNANDEZ,2020-10-11,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
819575,DIFERENTES USOS,NUMBERTO SERNA GUZMAN,2020-03-24,ORGANISMO DE CUENCA RÍO BRAVO
819578,AGR͍COLA,TELESFORO VALLE VALLE,2020-03-20,ORGANISMO DE CUENCA BALSAS
819581,PÚBLICO URBANO,COMISION ESTATAL DEL AGUA,2020-09-03,ORGANISMO DE CUENCA BALSAS
819589,AGR͍COLA,GAUDINO MORENO VILLEDA,2020-04-22,DIRECCIÓN LOCAL HIDALGO
819601,AGR͍COLA,JOSE MARTIN RUEDA FERRER,2020-04-03,DIRECCIÓN LOCAL TABASCO
819637,SERVICIOS,X-ELIO FV XOXOCOTLA,2020-03-31,ORGANISMO DE CUENCA BALSAS
819643,AGR͍COLA,NUMBERTO SERNA GUZMAN,2020-03-18,ORGANISMO DE CUENCA RÍO BRAVO
819646,SERVICIOS,PATRONATO PRO EDUCACION MARISTA A.C,2020-03-25,ORGANISMO DE CUENCA RÍO BRAVO
819649,DIFERENTES USOS,CRISTOBAL TREVIÑO RODRIGUEZ,2020-03-20,ORGANISMO DE CUENCA RÍO BRAVO
819651,DIFERENTES USOS,FRANCISCO ALVAREZ DE LA GARZA,2020-03-20,ORGANISMO DE CUENCA RÍO BRAVO
819653,SERVICIOS,COMISION DEL AGUA DEL ESTADO DE MEXICO,2020-06-05,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
819655,DOMÉSTICO,JOSE LUIS ARANA GARCIA,2020-10-06,ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
819664,SERVICIOS,VALLEJO AVOCADOS,2021-07-01,DIRECCIÓN LOCAL MICHOACÁN
819674,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-31,ORGANISMO DE CUENCA RÍO BRAVO
819681,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-04-03,ORGANISMO DE CUENCA RÍO BRAVO
819697,AGR͍COLA,JOSE ANTONIO PEREZ CORONA,2020-03-31,DIRECCIÓN LOCAL MICHOACÁN
819717,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-04-03,ORGANISMO DE CUENCA RÍO BRAVO
819729,AGR͍COLA,J. ROSARIO GONZALEZ ASCENCIO,2021-09-21,DIRECCIÓN LOCAL MICHOACÁN
819732,AGR͍COLA,EVELIA GALVAN PRUDENCIO,2021-09-08,DIRECCIÓN LOCAL MICHOACÁN
819735,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-30,ORGANISMO DE CUENCA RÍO BRAVO
819744,DIFERENTES USOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-31,ORGANISMO DE CUENCA RÍO BRAVO
819751,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-30,ORGANISMO DE CUENCA RÍO BRAVO
819756,DIFERENTES USOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-31,ORGANISMO DE CUENCA RÍO BRAVO
819757,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-31,ORGANISMO DE CUENCA RÍO BRAVO
819758,DIFERENTES USOS,ANDRES GARZA MARTINEZ,2020-03-23,ORGANISMO DE CUENCA RÍO BRAVO
819759,DIFERENTES USOS,HECTOR ERASMO FLORES CORTINA,2020-03-26,ORGANISMO DE CUENCA RÍO BRAVO
819760,AGR͍COLA,"PRODUCTOS DEL CAMPO DE LA ZONA CITRICOLA DE NUEVO LEON, S.P.R. DE R.L.",2020-07-08,ORGANISMO DE CUENCA RÍO BRAVO
819771,AGR͍COLA,"PRODUCTOS DEL CAMPO DE LA ZONA CITRICOLA DE NUEVO LEON, S.P.R. DE R.L.",2020-03-19,ORGANISMO DE CUENCA RÍO BRAVO
819774,SERVICIOS,"MIDSTREAM DE MEXICO, S. DE R.L. DE C.V.",2020-03-31,ORGANISMO DE CUENCA RÍO BRAVO
819803,DIFERENTES USOS,JOSE FILOGONIO GARCIA FLORES,2020-03-23,ORGANISMO DE CUENCA RÍO BRAVO
819806,DIFERENTES USOS,TEODORO HERNANDEZ GONZALEZ,2020-03-24,ORGANISMO DE CUENCA RÍO BRAVO
819808,AGR͍COLA,JOSE GUADALUPE OCAÑAS REYES,2020-03-23,ORGANISMO DE CUENCA RÍO BRAVO
819852,SERVICIOS,CENTRO DE SERVICIOS INTEGRALES PARA EL TRATAMIENTO DE AGUAS RESIDUALES DEL ESTADO DE TLAXCALA,2020-06-04,DIRECCIÓN LOCAL TLAXCALA
819860,AGR͍COLA,JUAN ANTONIO LUNA NACEANCENO,2020-03-26,ORGANISMO DE CUENCA RÍO BRAVO
819874,AGR͍COLA,JUAN ANTONIO LUNA NACEANCENO,2020-03-25,ORGANISMO DE CUENCA RÍO BRAVO
819875,AGR͍COLA,JUAN ANTONIO LUNA NACEANCENO,2020-03-25,ORGANISMO DE CUENCA RÍO BRAVO
819876,AGR͍COLA,JUAN ANTONIO LUNA NACEANCENO,2020-03-24,ORGANISMO DE CUENCA RÍO BRAVO
819879,AGR͍COLA,MARTIN ANGEL SAENZ PEREZ,2020-03-23,ORGANISMO DE CUENCA RÍO BRAVO
819882,SERVICIOS,MIDSTREAM DE MEXICO S. DE R.L. DE C.V.,2020-04-01,ORGANISMO DE CUENCA RÍO BRAVO
819885,SERVICIOS,MALECON TURISTICO DE CHILTEPEC S. C. DE R.L. DE C.V.,2020-04-07,DIRECCIÓN LOCAL TABASCO
819902,SERVICIOS,RAMONA CARRILLO RIVERA,2020-04-07,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
819922,AGR͍COLA,JORGE GOMEZ SALAZAR,2020-10-16,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
819931,AGR͍COLA,MARIA LUCIA PEÑA RUIZ,2020-04-23,ORGANISMO DE CUENCA GOLFO CENTRO
820939,SERVICIOS,MIDSTREAM DE MEXICO S. DE R.L. DE C.V.,2020-04-04,ORGANISMO DE CUENCA RÍO BRAVO
820940,SERVICIOS,MIDSTREAM DE MEXICO S. DE R.L. DE C.V.,2020-07-10,ORGANISMO DE CUENCA RÍO BRAVO
820942,SERVICIOS,MIDSTREAM DE MEXICO S. DE R.L. DE C.V.,2020-03-26,ORGANISMO DE CUENCA RÍO BRAVO
820943,SERVICIOS,MIDSTREAM DE MEXICO S. DE R.L. DE C.V.,2020-03-26,ORGANISMO DE CUENCA RÍO BRAVO
821001,AGR͍COLA,FRANCISCO CERVANTES GAMA,2020-12-01,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
821016,DIFERENTES USOS,ENRIQUE SALAZAR GARCIA,2020-07-03,ORGANISMO DE CUENCA RÍO BRAVO
821018,PECUARIO,ROMAN HECTOR CANTU JR. MELENDEZ,2020-04-14,ORGANISMO DE CUENCA RÍO BRAVO
821020,PECUARIO,FELIX CISNEROS LOZANO,2020-04-02,ORGANISMO DE CUENCA RÍO BRAVO
821024,PECUARIO,HERLINDO GRANDE DOMINGUEZ,2020-07-09,ORGANISMO DE CUENCA RÍO BRAVO
821055,SERVICIOS,MUNICIPIO DE SAN JUAN BAUTISTA TUXTEPEC,2020-04-08,ORGANISMO DE CUENCA GOLFO CENTRO
821115,AGR͍COLA,JUAN CARLOS GONZALEZ ROMERO,2020-04-26,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
821118,AGR͍COLA,BERTHA LILA PERALTA GARCIA,2020-04-06,DIRECCIÓN LOCAL TABASCO
821134,AGR͍COLA,JOSE RAMOS HERRERA,2020-05-18,ORGANISMO DE CUENCA PACÍFICO NORTE
821222,DOMÉSTICO,ARACELI FUENTES MADUEÑO,2020-04-28,ORGANISMO DE CUENCA PENÍNSULA DE BAJA CALIFORNIA
821224,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2020-04-30,DIRECCIÓN LOCAL GUANAJUATO
821228,SERVICIOS,TOYOTA MOTOR MANUFACTURING DE GUANAJUATO S.A DE C.V.,2020-04-30,DIRECCIÓN LOCAL GUANAJUATO
821258,AGR͍COLA,ARIADNA GUADALUPE SANTIAGO COUTIÑO,2020-05-06,ORGANISMO DE CUENCA FRONTERA SUR
821270,AGR͍COLA,MANUEL GARCES SILVA,2020-08-13,ORGANISMO DE CUENCA GOLFO NORTE
821306,INDUSTRIAL,BUENAVENTURA GRUPO PECUARIO S.A DE C.V.,2020-04-13,ORGANISMO DE CUENCA FRONTERA SUR
821318,SERVICIOS,FIDEICOMISO SANTA CLARA 11465,2020-04-13,DIRECCIÓN LOCAL QUERÉTARO
821342,AGR͍COLA,IDOLINA MONTERO MARCIAL,2020-04-29,ORGANISMO DE CUENCA GOLFO CENTRO
821343,AGR͍COLA,AGUSTIN ESTEBAN PEREZ MEDINA,2020-04-30,ORGANISMO DE CUENCA GOLFO CENTRO
821388,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2020-05-01,DIRECCIÓN LOCAL HIDALGO
821414,AGR͍COLA,MARIA REINA RAMIREZ DE LA LUZ,2020-05-11,DIRECCIÓN LOCAL GUANAJUATO
821424,SERVICIOS,COMISION ESTATAL DE AGUAS,2020-04-30,DIRECCIÓN LOCAL QUERÉTARO
821447,SERVICIOS,COMISION ESTATAL DE AGUAS,2020-05-07,DIRECCIÓN LOCAL QUERÉTARO
821495,SERVICIOS,COMISION ESTATAL DE AGUAS,2020-04-17,DIRECCIÓN LOCAL QUERÉTARO
821538,SERVICIOS,COMISION ESTATAL DE AGUAS,2020-04-23,DIRECCIÓN LOCAL QUERÉTARO
821744,SERVICIOS,MARIO ZARATE HERNANDEZ,2020-05-03,DIRECCIÓN LOCAL GUERRERO
821771,SERVICIOS,FERNANDO DANIEL MANDUJANO CERVERA,2020-04-27,DIRECCIÓN LOCAL TABASCO
821808,AGR͍COLA,FERNANDO MARTINEZ GARCIA,2020-04-28,DIRECCIÓN LOCAL GUANAJUATO
821813,SERVICIOS,PORFIRIO GALINDO GOMEZ,2020-04-27,DIRECCIÓN LOCAL COLIMA
821826,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2020-08-03,DIRECCIÓN LOCAL GUANAJUATO
821832,AGR͍COLA,AMADO DUARTE ROSALES,2020-04-30,DIRECCIÓN LOCAL GUERRERO
821852,SERVICIOS,"INMOBILIARIA CAWOMEX, S. DE R.L. DE C.V.",2020-04-29,ORGANISMO DE CUENCA PENÍNSULA DE BAJA CALIFORNIA
821874,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2020-04-28,DIRECCIÓN LOCAL GUANAJUATO
821878,SERVICIOS,"TRANSPORTADORA DE GAS NATURAL DE LA HUASTECA, S. DE R.L. DE C.V.",2020-04-30,DIRECCIÓN LOCAL GUANAJUATO
821904,AGR͍COLA,APOLONIO JIMENEZ HERNANDEZ,2021-07-05,DIRECCIÓN LOCAL ZACATECAS
821905,AGR͍COLA,J. CRUZ JIMENEZ HERNANDEZ,2021-07-05,DIRECCIÓN LOCAL ZACATECAS
821906,AGR͍COLA,JOSE MANUEL JIMENEZ HERNANDEZ,2021-07-05,DIRECCIÓN LOCAL ZACATECAS
821982,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-05-03,DIRECCIÓN LOCAL TABASCO
821994,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-09-15,DIRECCIÓN LOCAL TABASCO
822012,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-05-27,DIRECCIÓN LOCAL TABASCO
822016,AGR͍COLA,LEOBARDO GUERRERO GALLARDO,2020-05-05,DIRECCIÓN LOCAL GUANAJUATO
822017,SERVICIOS,LEOBARDO GUERRERO GALLARDO,2020-05-05,DIRECCIÓN LOCAL GUANAJUATO
822027,SERVICIOS,ARTEMIO ALDANA URBANO,2020-05-20,ORGANISMO DE CUENCA GOLFO CENTRO
822036,AGR͍COLA,"MAGDALENO FLORENCIO XICOHTENCATL AHUATZI, TRINIDAD XICOHTENCATL AHUATZI",2020-05-14,DIRECCIÓN LOCAL TLAXCALA
822061,AGR͍COLA,NEPTALI HERNANDEZ JIMENEZ,2020-07-31,DIRECCIÓN LOCAL SAN LUIS POTOSÍ
822081,DIFERENTES USOS,MARIO ALBERTO GUISA VAZQUEZ,2020-06-03,DIRECCIÓN LOCAL GUANAJUATO
822085,SERVICIOS,"PROVEEDORA DE INSUMOS DE TABASCO, SA DE CV",2020-05-15,DIRECCIÓN LOCAL TABASCO
822095,AGR͍COLA,MAGDALENA SANCHEZ URBINA,2020-05-11,DIRECCIÓN LOCAL COLIMA
822122,AGR͍COLA,JESUS ALBERTO MENDEZ MARTINEZ,2020-05-14,ORGANISMO DE CUENCA NOROESTE
822204,AGR͍COLA,JOSE MANUEL GALEANA MORALES,2020-05-11,DIRECCIÓN LOCAL GUERRERO
822231,SERVICIOS,IGASAMEX BAJIO S. DE R.L. DE C.V.,2020-05-25,DIRECCIÓN LOCAL HIDALGO
822242,PECUARIO,PEDRO MADONIA GUZMAN,2020-05-29,ORGANISMO DE CUENCA NOROESTE
822257,AGR͍COLA,LEOBARDO GUERRERO GALLARDO,2020-05-12,DIRECCIÓN LOCAL GUANAJUATO
822268,SERVICIOS,TOYOTA MOTOR MANUFACTURING DE GUANAJUATO S.A DE C.V.,2020-05-12,DIRECCIÓN LOCAL GUANAJUATO
822269,SERVICIOS,JOSE ANTONIO ALCANTAR TORRES,2020-05-11,DIRECCIÓN LOCAL COLIMA
822279,SERVICIOS,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON,2020-05-22,DIRECCIÓN LOCAL GUANAJUATO
822318,SERVICIOS,FRUCTUOSO LOPEZ CARBAJAL,2021-02-05,DIRECCIÓN LOCAL COLIMA
822346,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-05-19,DIRECCIÓN LOCAL TABASCO
822347,SERVICIOS,PEMEX EXPLORACION Y PRODUCCION,2020-07-06,DIRECCIÓN LOCAL TABASCO
822382,AGR͍COLA,DEYSI VAZQUEZ HERNANDEZ,2020-08-20,DIRECCIÓN LOCAL TABASCO
822385,AGR͍COLA,ESPERANZA MARIN SOLIS,2020-05-21,DIRECCIÓN LOCAL GUERRERO
822387,AGR͍COLA,JOSE ROMERO DIAZ,2020-06-04,DIRECCIÓN LOCAL GUERRERO
822400,SERVICIOS,MINERVA MARTINEZ IBARRA,2020-06-09,ORGANISMO DE CUENCA PACÍFICO SUR
822409,SERVICIOS,"""COMPAÑIA DESARROLLADORA LA VISTA COUNTRY CLUB & GOLF"", SOCIEDAD ANONIMA DE CAPITAL VARIABLE",2020-05-26,DIRECCIÓN LOCAL PUEBLA
822417,AGR͍COLA,FERNANDO SANCHEZ ORDORICA,2020-05-20,DIRECCIÓN LOCAL COLIMA
822441,SERVICIOS,FIDEICOMISO DE ACTIVIDAD EMPRESARIAL E IRREVOCABLE DE ADMINISTRACION NO. F/00957,2020-05-22,ORGANISMO DE CUENCA FRONTERA SUR
822494,AGR͍COLA,VICTOR MANUEL VERDUGO AGUILAR,2020-07-31,ORGANISMO DE CUENCA PACÍFICO NORTE
822514,SERVICIOS,ALEJANDRA MARGARITA ANTONIO NOGALES,2020-06-11,ORGANISMO DE CUENCA PACÍFICO SUR
822524,SERVICIOS,JUANA GONZALEZ DIAZ,2020-05-28,ORGANISMO DE CUENCA PACÍFICO SUR
